id;fecha;importe;TIPO_PAGO;CONCEPTO;id_poliza;id_compania;NRO_RECIBO;fechaVencimiento
284;22/04/2008;232,96001;P;CUOTA 4 Y 5;139;;5
286;01/02/2008;141,64;P;CUOTA 1 Y 2;129;;12
287;13/02/2008;70,82;P;CUOTA 3;129;;3
288;29/03/2008;70,82;P;cuota 4;129;;4
289;23/04/2008;70,82;P;cuota 5;129;;5
290;16/01/2008;68,74;P;CUOTA 1;151;;1
291;13/02/2008;68,74;P;CUOTA 2;151;;2
292;27/02/2008;68,74;P;CUOTA 3;151;;3
293;17/04/2008;68,74;P;CUOTA 4;151;;4
297;18/04/2008;54,8;P;CUOTA 1;273;;1
298;18/01/2008;54,8;P;CUOTA 4;283;;4
299;28/01/2008;54,8;P;CUOYA 5;283;;5
300;18/04/2008;0,25;P;CUOTA 1;284;;1
301;18/04/2008;361,45001;P;CUOTA 1;12;;1
302;18/01/2008;330,60001;P;CUOTA 4;285;;4
303;28/01/2008;330,60001;P;CUOTA 5;285;;5
304;25/03/2008;330,60001;P;CUOTA 6;285;;6
305;06/02/2008;300,42999;P;CUOTA 1;103;;1
306;25/02/2008;300,42999;P;CUOTA 2;103;;2
307;14/04/2008;325,85999;P;CUOTA 3;272;;3
308;07/05/2008;325,85999;P;CUOTA 4;272;;4
309;07/01/2008;201,62;P;CUOTA 2;104;;2
310;06/02/2008;201,62;P;CUOTA 3;104;;3
311;25/02/2008;201,62;P;CUOTA 4;104;;4
312;14/04/2008;201,62;P;CUOTA 5;104;;5
313;07/05/2008;201,62;P;CUOTA 6;104;;6
314;20/02/2008;156,39999;P;CUOTA 1;289;;1
315;25/03/2008;156,39999;P;cuota 2;289;;2
316;18/04/2008;156,39999;P;cuota 3;289;;3
317;10/01/2008;135;P;CUORA 6;117;;6
318;07/02/2008;135;P;CUOTA  7;117;;7
319;27/03/2008;135;P;cuota 8;117;;8
320;17/04/2008;135;P;CUOTA 9;117;;9
331;27/01/2008;50;P;CUOTA 1;294;;1
332;27/02/2008;50;P;CUOTA 2;294;;2
333;16/04/2008;50;P;CUOTA 3;294;;3
321;04/04/2008;286,70001;P;CUOTA 1 Y2;288;;12
322;07/05/2008;143,33;P;CUOTA 3;288;;3
323;04/04/2008;164,60001;P;CUOTA 1;290;;1
330;16/04/2008;328,67001;P;CUOTA 1;83;;1
335;07/05/2008;76;P;CUOTA 1;85;;1
336;07/05/2008;76;P;CUOTA 2;85;;2
337;25/02/2008;76,5;P;CUOTA 1;295;;1
338;25/02/2008;76,5;P;CUOTA 2;295;;2
345;07/04/2008;572,81;P;CUOTA 1;241;;1
346;07/01/2008;61,58;P;CUOTA 6;192;;6
347;12/02/2008;61,58;P;CUOTA 7;192;;7
348;14/03/2008;61,58;P;CUOTA 8;192;;8
